127.0.0.1 - - [25/Jun/2024:09:36:15 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:42 +0900] "GET /recycle/index HTTP/1.1" 200 5584
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:42 +0900] "GET /recycle/resources/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/list HTTP/1.1" 200 25746
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/list HTTP/1.1" 200 25746
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/trash HTTP/1.1" 200 48766
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/clothes HTTP/1.1" 200 897437
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/battery HTTP/1.1" 200 164051
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/medicine HTTP/1.1" 200 96470
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:41:44 +0900] "GET /recycle/lamp HTTP/1.1" 200 76578
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/list HTTP/1.1" 200 25746
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/trash HTTP/1.1" 200 48766
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/lamp HTTP/1.1" 200 76578
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/medicine HTTP/1.1" 200 96470
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/battery HTTP/1.1" 200 164051
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:09 +0900] "GET /recycle/clothes HTTP/1.1" 200 897437
0:0:0:0:0:0:0:1 - - [25/Jun/2024:17:43:11 +0900] "GET /recycle/list HTTP/1.1" 200 25746
